Incident Id,Received,IncidentType,ProductType,NotifierType,OriginCountry,IncidentSource
I-005-196,14/02/23,ALLERGEN: Eggs,Soups / Broths / Sauces & Condiments,RASFF,Italy,Unknown
I-005-197,15/02/23,ALLERGEN: Milk,Cereals & Bakery Products,Local Authority,United Kingdom,Unknown
I-005-198,15/02/23,ALLERGEN: Milk,Soups / Broths / Sauces & Condiments,Industry,United Kingdom,Labelling Packaging Error
I-005-199,15/02/23,Foreign Bodies,Cereals & Bakery Products,Third Country,United States,Unknown
I-005-200,15/02/23,ALLERGEN: Milk,Ices & Desserts,Industry,Italy,Unknown
I-005-201,21/02/23,Pesticide Residues,Cereals & Bakery Products,Port Health Authority (PHA),Pakistan,Pesticides
I-005-202,16/02/23,Biocontaminants,Prepared Dishes & Snacks,EU Member States,Northern Ireland,Production Fault
I-005-203,21/02/23,Pesticide Residues,Cereals & Bakery Products,Port Health Authority (PHA),India,Pesticides
I-005-204,16/02/23,Pathogenic Micro-Organisms,Milk & Milk Products,RASFF,France,Microbiological Contamination
I-005-205,16/02/23,Pesticide Residues,Fruits & Vegetables,RASFF,Egypt,Pesticides
I-005-206,17/02/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,United Kingdom,Microbiological Contamination
I-005-207,16/02/23,Foreign Bodies,Meat & Meat Products (other than poultry),Local Authority,Germany,Human Error
I-005-208,17/02/23,Pesticide Residues,Cereals & Bakery Products,Local Authority,India,Pesticides
I-005-209,17/02/23,Food Additives & Flavourings,Confectionery,Other,United States,Use of Unauthorised Ingredient
I-005-210,17/02/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Microbiological Contamination
I-005-211,17/02/23,Biocontaminants,Herbs & Spices,RASFF,Turkey,Natural Chemical Contamination
I-005-212,17/02/23,Mycotoxins,Cereals & Bakery Products,RASFF,India,Natural Chemical Contamination
I-005-213,17/02/23,Biocontaminants,Herbs & Spices,RASFF,India,Natural Chemical Contamination
I-005-214,17/02/23,Poor or Insufficient Controls,Milk & Milk Products,RASFF,Italy,Unauthorised Premises/Process
I-005-215,17/02/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,United Kingdom,Microbiological Contamination
I-005-216,17/02/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Industry,Italy,Microbiological Contamination
I-005-217,18/02/23,Chemical Contamination (other),Bivalve Molluscs & Products Thereof,Other,United Kingdom,Spill/Leak
I-005-218,20/02/23,Pathogenic Micro-Organisms,Fish & Fish Products,Port Health Authority (PHA),Pakistan,Microbiological Contamination
I-005-219,20/02/23,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,Industry,United Kingdom,Microbiological Contamination
I-005-220,20/02/23,Foreign Bodies,Soups / Broths / Sauces & Condiments,RASFF,,Production Fault
I-005-221,20/02/23,Industrial Contaminants,Prepared Dishes & Snacks,RASFF,Romania,Migration of Chemicals
I-005-222,20/02/23,Novel Food,Nuts / Nut Products / Seeds,RASFF,Pakistan,Use of Unauthorised Ingredient
I-005-223,22/02/23,Pesticide Residues,Cereals & Bakery Products,Port Health Authority (PHA),India,Pesticides
I-005-224,22/02/23,Pesticide Residues,Cereals & Bakery Products,Industry,India,Pesticides
I-005-225,22/02/23,Pesticide Residues,Cereals & Bakery Products,FSA England,India,Pesticides
I-005-226,22/02/23,Pesticide Residues,Cereals & Bakery Products,Port Health Authority (PHA),India,Pesticides
I-005-227,21/02/23,ALLERGEN: Peanuts,Herbs & Spices,FSA Survey,Nigeria,Labelling Packaging Error
I-005-228,22/02/23,Poor or Insufficient Controls,Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,United Kingdom,Illegal Import/Export
I-005-229,22/02/23,ALLERGEN: Peanuts,Soups / Broths / Sauces & Condiments,FSA Survey,Nigeria,Labelling Packaging Error
I-005-230,22/02/23,ALLERGEN: Soya,Dietetic Foods / Food Supplements / Fortified Foods,Industry,United Kingdom,Labelling Packaging Error
I-005-231,22/02/23,Packaging Defective / Incorrect,Food Contact Materials,RASFF,France,Production Fault
I-005-232,22/02/23,Food Additives & Flavourings,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United Kingdom,Use of Unauthorised Ingredient
I-005-235,23/02/23,ALLERGEN: Soya,Meat & Meat Products (other than poultry),Industry,United Kingdom,Labelling Packaging Error
I-005-236,23/02/23,Pathogenic Micro-Organisms,Fruits & Vegetables,Industry,United Kingdom,Production Fault
I-005-237,23/02/23,ALLERGEN: Mustard,Soups / Broths / Sauces & Condiments,Industry,United Kingdom,Labelling Packaging Error
I-005-238,23/02/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),Local Authority,United Kingdom,Microbiological Contamination
I-005-240,23/02/23,ALLERGEN: Cereals containing gluten,Cereals & Bakery Products,Local Authority,United Kingdom,Labelling Packaging Error
I-005-241,23/02/23,Foreign Bodies,Milk & Milk Products,RASFF,France,Production Fault
I-005-242,23/02/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Austria,Use of Unauthorised Ingredient
I-005-243,23/02/23,ALLERGEN: Peanuts,Prepared Dishes & Snacks,Local Authority,United Kingdom,Human Error
I-005-244,24/02/23,Poor or Insufficient Controls,Prepared Dishes & Snacks,Industry,Slovakia,Human Error
I-005-245,20/02/23,Pathogenic Micro-Organisms,Prepared Dishes & Snacks,Local Authority,United Kingdom,Investigation Ongoing
I-005-246,24/02/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-005-247,10/02/23,ALLERGEN: Milk,Cereals & Bakery Products,Local Authority,Pakistan,Labelling Packaging Error
I-005-248,24/02/23,Food Additives & Flavourings,Food Additives & Flavourings,RASFF,China,Use of Unauthorised Ingredient
I-005-249,24/02/23,Pathogenic Micro-Organisms,Crustaceans & Products Thereof,Local Authority,United Kingdom,Unknown
I-005-250,23/02/23,Pesticide Residues,Cereals & Bakery Products,Port Health Authority (PHA),India,Pesticides
I-005-251,18/02/23,Pathogenic Micro-Organisms,N/A,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-252,20/02/23,Pathogenic Micro-Organisms,N/A,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-253,24/02/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,United States,Use of Unauthorised Ingredient
I-005-254,24/02/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Local Authority,United Kingdom,Unknown
I-005-255,27/02/23,Foreign Bodies,Prepared Dishes & Snacks,General Public,United Kingdom,Production Fault
I-005-256,24/02/23,Packaging Defective / Incorrect,Alcoholic Beverages,EU Member States,France,Production Fault
I-005-257,27/02/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Canada,Use of Unauthorised Ingredient
I-005-258,20/01/23,ALLERGEN: Milk,Cereals & Bakery Products,Food Standards Scotland (FSS),India,Labelling Packaging Error
I-005-259,27/02/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Poland,Use of Unauthorised Ingredient
I-005-260,27/02/23,ALLERGEN: Mustard,Fats & Oils,Industry,United Kingdom,Human Error
I-005-261,28/02/23,ALLERGEN: Milk,Soups / Broths / Sauces & Condiments,Industry,United Kingdom,Labelling Packaging Error
I-005-262,28/02/23,Foreign Bodies,Prepared Dishes & Snacks,RASFF,Germany,Human Error
I-005-263,28/02/23,Heavy Metals,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Unknown
I-005-264,28/02/23,ALLERGEN: Cereals containing gluten,Cereals & Bakery Products,Industry,United Kingdom,Labelling Packaging Error
I-005-265,28/02/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Undefined,,Veterinary Medicine
I-005-266,01/03/23,Poor or Insufficient Controls,Poultry Meat & Poultry Meat Products,National Food Crime Unit (NFCU),United Kingdom,Unauthorised Premises/Process
I-005-267,01/03/23,Chemical Contamination (other),Nuts / Nut Products / Seeds,EU Member States,United Kingdom,Migration of Chemicals
I-005-268,01/03/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-005-269,01/03/23,ALLERGEN: Nuts,Nuts / Nut Products / Seeds,Public Analyst / Laboratory,Not Easily Identified,Use of Unauthorised Ingredient
I-005-270,06/03/23,Pathogenic Micro-Organisms,Cereals & Bakery Products,Food Standards Scotland (FSS),United Kingdom,Microbiological Contamination
I-005-271,01/03/23,ALLERGEN: Peanuts,Herbs & Spices,RASFF,Nigeria,Unknown
I-005-272,01/03/23,Parasitic Infestation,Fish & Fish Products,RASFF,,Microbiological Contamination
I-005-273,01/03/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,France,Microbiological Contamination
I-005-274,02/03/23,Pathogenic Micro-Organisms,Feed Materials,Animal & Plant Health Agency (APHA),United Kingdom,Microbiological Contamination
I-005-275,02/03/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-005-276,02/03/23,ALLERGEN: Peanuts,Soups / Broths / Sauces & Condiments,FSA Survey,Nigeria,Labelling Packaging Error
I-005-277,02/03/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Industry,Ukraine,Microbiological Contamination
I-005-278,02/03/23,Food Additives & Flavourings,Confectionery,Local Authority,United States,Use of Unauthorised Ingredient
I-005-279,03/03/23,Poor or Insufficient Controls,Crustaceans & Products Thereof,Local Authority,Canada,Human Error
I-005-280,24/02/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,EU Member States,Northern Ireland,Labelling Packaging Error
I-005-281,03/03/23,ALLERGEN: Cereals containing gluten,Prepared Dishes & Snacks,Industry,Iran,Labelling Packaging Error
I-005-282,03/03/23,ALLERGEN: Nuts,Cereals & Bakery Products,Local Authority,United Kingdom,Labelling Packaging Error
I-005-283,03/03/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,EU Member States,Ireland,Microbiological Contamination
I-005-284,03/03/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-005-285,03/03/23,ALLERGEN: Soya,Soups / Broths / Sauces & Condiments,Industry,China,Labelling Packaging Error
I-005-286,03/03/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Local Authority,United States,Use of Unauthorised Ingredient
I-005-287,03/03/23,Labelling Absent / Incomplete / Incorrect,Other Food Product / Mixed,Local Authority,Taiwan,Labelling Packaging Error
I-005-288,03/03/23,Labelling Absent / Incomplete / Incorrect,Non-Alcoholic Beverages,Port Health Authority (PHA),,Illegal Import/Export
I-005-289,03/03/23,Novel Food,Dietetic Foods / Food Supplements / Fortified Foods,RASFF,Bulgaria,Use of Unauthorised Ingredient
I-005-291,06/03/23,Foreign Bodies,Cereals & Bakery Products,Industry,United Kingdom,Production Fault
I-005-292,06/03/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,Not Easily Identified,Veterinary Medicine
I-005-293,02/03/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,Local Authority,Poland,Microbiological Contamination
I-005-294,06/02/23,Food Additives & Flavourings,Non-Alcoholic Beverages,Other,United States,Use of Unauthorised Ingredient
I-005-296,06/03/23,Residues of Veterinary Medicinal Products,Meat & Meat Products (other than poultry),Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-005-297,07/03/23,Chemical Contamination (other),Alcoholic Beverages,Local Authority,Bulgaria,Use of Unauthorised Ingredient
I-005-298,07/03/23,Heavy Metals,Fruits & Vegetables,FSA RAM Referral,Netherlands,Metals - Other
I-005-299,07/03/23,Foreign Bodies,Fruits & Vegetables,Local Authority,China,Production Fault
I-005-300,07/03/23,Pathogenic Micro-Organisms,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Microbiological Contamination
I-005-301,07/03/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Labelling Packaging Error
I-005-302,07/03/23,ALLERGEN: Cereals containing gluten,Prepared Dishes & Snacks,Local Authority,United Kingdom,Labelling Packaging Error
I-005-303,07/03/23,ALLERGEN: Peanuts,Confectionery,Industry,Poland,Human Error
I-005-304,07/03/23,Food Additives & Flavourings,Confectionery,RASFF,Taiwan,Use of Unauthorised Ingredient
I-005-305,07/03/23,ALLERGEN: Non-regulated allergen reactions,Prepared Dishes & Snacks,Other,United Kingdom,Unknown
I-005-306,07/03/23,Pathogenic Micro-Organisms,Pet Food,Industry,United Kingdom,Microbiological Contamination
I-005-307,08/03/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,Ghana,Labelling Packaging Error
I-005-308,07/03/23,Foreign Bodies,Cereals & Bakery Products,Local Authority,Ireland,Unknown
I-005-309,08/03/23,ALLERGEN: Soya,Cereals & Bakery Products,Local Authority,United Kingdom,Labelling Packaging Error
I-005-310,08/03/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,United Kingdom,Human Error
I-005-311,08/03/23,ALLERGEN: Milk,Cocoa / Cocoa Preparations / Coffee / Tea,National Food Crime Unit (NFCU),United Kingdom,Human Error
I-005-312,08/03/23,Poor or Insufficient Controls,Other Food Product / Mixed,EU Member States,Ireland,Labelling Packaging Error
I-005-313,08/03/23,Chemical Contamination (other),Herbs & Spices,Port Health Authority (PHA),Turkey,Natural Chemical Contamination
I-005-314,08/03/23,Pathogenic Micro-Organisms,Milk & Milk Products,Local Authority,United Kingdom,Microbiological Contamination
I-005-315,08/03/23,Chemical Contamination (other),Herbs & Spices,Port Health Authority (PHA),Turkey,Natural Chemical Contamination
I-005-316,08/03/23,Food Additives & Flavourings,Cereals & Bakery Products,Local Authority,United States,Use of Unauthorised Ingredient
I-005-317,07/03/23,Residues of Veterinary Medicinal Products,Animal by-Products,Veterinary Medicines Directorate,United Kingdom,Veterinary Medicine
I-005-318,08/03/23,Chemical Contamination (other),Fruits & Vegetables,Industry,United Kingdom,Migration of Chemicals
I-005-319,08/03/23,Chemical Contamination (other),Nuts / Nut Products / Seeds,RASFF,Canada,Natural Chemical Contamination
I-005-320,08/03/23,Pesticide Residues,Cereals & Bakery Products,Local Authority,Bangladesh,Pesticides
I-005-321,08/03/23,Pathogenic Micro-Organisms,Poultry Meat & Poultry Meat Products,RASFF,Poland,Microbiological Contamination
I-005-322,09/03/23,Mycotoxins,Herbs & Spices,Local Authority,Nigeria,Natural Chemical Contamination
I-005-323,09/03/23,Mycotoxins,Herbs & Spices,Local Authority,The Gambia,Natural Chemical Contamination
I-005-324,09/03/23,Mycotoxins,Herbs & Spices,Local Authority,United Kingdom,Natural Chemical Contamination
I-005-325,09/03/23,Pesticide Residues,Cereals & Bakery Products,Local Authority,India,Pesticides
I-005-326,09/03/23,Pesticide Residues,Cereals & Bakery Products,Local Authority,Bangladesh,Pesticides
I-005-327,09/03/23,Pesticide Residues,Dietetic Foods / Food Supplements / Fortified Foods,Industry,France,Pesticides
I-005-328,09/03/23,ALLERGEN: Cereals containing gluten,Fish & Fish Products,Local Authority,Poland,Labelling Packaging Error
I-005-329,09/03/23,ALLERGEN: Peanuts,Herbs & Spices,Local Authority,Ghana,Production Fault
I-005-330,09/03/23,Labelling Absent / Incomplete / Incorrect,Other Food Product / Mixed,Port Health Authority (PHA),Romania,Illegal Import/Export
I-005-331,09/03/23,Foreign Bodies,Meat & Meat Products (other than poultry),"Department of Agriculture, Environment and Rural Affairs (DAERA)",Northern Ireland,Human Error
I-005-332,10/03/23,Pathogenic Micro-Organisms,Bivalve Molluscs & Products Thereof,Department for Environment Food & Rural Affairs (Defra),United Kingdom,Microbiological Contamination
I-005-334,09/03/23,ALLERGEN: Fish,Dietetic Foods / Food Supplements / Fortified Foods,Industry,United Kingdom,Labelling Packaging Error
I-005-335,09/03/23,ALLERGEN: Soya,Dietetic Foods / Food Supplements / Fortified Foods,Industry,United Kingdom,Production Fault
I-005-336,09/03/23,Pesticide Residues,Herbs & Spices,RASFF,India,Pesticides
I-005-337,10/03/23,ALLERGEN: Nuts,Dietetic Foods / Food Supplements / Fortified Foods,Local Authority,United Kingdom,Unknown
